creation_date,listing_active_count,num_favorers,currency_code,is_shop_us_based,sale_message,sales_count,review_count,shop_location
19-Nov,0,1,USD,TRUE,FALSE,2,0,None
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,35,0,USD,TRUE,FALSE,7,0,"Highlands Ranch, Colorado"
19-Nov,1,0,CAD,FALSE,FALSE,0,0,None
19-Dec,4,0,USD,TRUE,FALSE,0,0,None
19-Dec,7,0,USD,FALSE,FALSE,0,0,"Novosibirsk, Russia"
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,1,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Milford, Michigan"
19-Nov,22,10,USD,TRUE,TRUE,8,0,"Boise, Idaho"
19-Dec,1,0,CAD,FALSE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Walpole, Massachusetts"
19-Nov,11,0,USD,FALSE,TRUE,0,0,"Guadalajara, Mexico"
19-Nov,0,7,NZD,FALSE,FALSE,3,0,"Christchurch, New Zealand"
19-Nov,2,0,CAD,FALSE,FALSE,0,0,"Gatineau, Canada"
19-Nov,5,2,USD,TRUE,FALSE,1,0,"Atlanta, Georgia"
19-Nov,4,0,USD,TRUE,TRUE,1,0,None
19-Nov,4,0,USD,TRUE,FALSE,0,0,"Tacoma, Washington"
19-Nov,0,1,USD,TRUE,FALSE,-99,-99,None
19-Nov,0,1,USD,FALSE,FALSE,1,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Greensboro, North Carolina"
19-Nov,25,0,USD,TRUE,TRUE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,3,0,USD,TRUE,FALSE,0,0,"Michigan, United States"
19-Nov,3,0,USD,TRUE,FALSE,0,0,"Carrboro, North Carolina"
19-Nov,2,0,USD,TRUE,FALSE,2,0,None
19-Nov,2,1,USD,TRUE,FALSE,0,0,"St Louis, Missouri"
19-Dec,11,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,3,0,"Wilmington, North Carolina"
19-Dec,29,0,USD,TRUE,FALSE,1,0,"Dallas, Texas"
19-Dec,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,8,0,USD,FALSE,FALSE,0,0,"Sapporo, Japan"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,0,USD,TRUE,FALSE,1,0,None
19-Nov,5,0,AUD,FALSE,FALSE,0,0,"Melbourne, Australia"
19-Nov,2,1,USD,TRUE,FALSE,0,0,None
19-Dec,6,0,USD,TRUE,TRUE,1,0,"Akron, Ohio"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,AUD,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,27,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Washington, D.C."
19-Nov,1,0,USD,TRUE,FALSE,1,0,None
19-Nov,4,1,USD,TRUE,FALSE,0,0,"Las Vegas, Nevada"
19-Nov,5,0,USD,FALSE,FALSE,0,0,None
19-Nov,3,0,CAD,FALSE,FALSE,0,0,"Stirling, Canada"
19-Nov,0,0,USD,TRUE,FALSE,0,0,"Fayetteville, Arkansas"
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Dec,1,0,USD,TRUE,TRUE,0,0,None
19-Dec,9,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Dec,1,0,USD,TRUE,TRUE,0,0,None
19-Nov,1,0,CAD,FALSE,FALSE,0,0,None
19-Nov,14,0,EUR,FALSE,FALSE,2,0,"Avanton, France"
19-Nov,0,1,USD,TRUE,FALSE,-99,-99,None
19-Nov,20,0,CAD,FALSE,FALSE,0,0,"Onoway, Canada"
19-Nov,10,3,USD,TRUE,FALSE,0,0,"Santa Ana, California"
19-Nov,1,0,USD,TRUE,FALSE,1,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,"Cayce, South Carolina"
19-Nov,40,0,USD,FALSE,FALSE,0,0,None
19-Nov,5,2,USD,TRUE,FALSE,0,0,"Pasco, Washington"
19-Nov,3,1,USD,TRUE,FALSE,0,0,"McKinleyville, California"
19-Nov,1,2,USD,TRUE,FALSE,0,0,"Lake Elsinore, California"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,0,0,None
19-Nov,6,0,AUD,FALSE,FALSE,0,0,None
19-Nov,2,5,USD,TRUE,FALSE,1,0,"Alabama, United States"
19-Nov,2,1,USD,TRUE,FALSE,0,0,"Medford, Oregon"
19-Nov,8,0,EUR,FALSE,FALSE,0,0,"Paris, France"
19-Nov,4,2,USD,TRUE,FALSE,0,0,None
19-Nov,1,1,USD,TRUE,FALSE,1,0,"Kennewick, Washington"
19-Nov,19,0,EUR,FALSE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Winston-Salem, North Carolina"
19-Nov,1,1,USD,TRUE,TRUE,1,0,None
19-Nov,5,3,USD,TRUE,FALSE,2,0,"Los Angeles, California"
19-Nov,13,2,USD,TRUE,FALSE,0,0,"Raleigh, North Carolina"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,9,2,USD,TRUE,FALSE,0,0,None
19-Nov,5,6,USD,TRUE,FALSE,6,0,"Milwaukee, Wisconsin"
19-Nov,1,2,USD,TRUE,FALSE,0,0,"Marietta, Georgia"
19-Nov,13,1,USD,FALSE,FALSE,0,0,"Jaipur, India"
19-Dec,12,0,CAD,FALSE,FALSE,0,0,"Montreal, Canada"
19-Nov,24,1,USD,FALSE,FALSE,0,0,"Vancouver, Canada"
19-Nov,0,1,USD,TRUE,FALSE,-99,-99,None
19-Nov,1,1,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,9,1,USD,TRUE,FALSE,0,0,None
19-Dec,7,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,0,0,"South Carolina, United States"
19-Nov,6,0,GBP,FALSE,FALSE,0,0,"Leeds, United Kingdom"
19-Dec,5,0,USD,TRUE,FALSE,0,0,United States
19-Nov,0,0,USD,FALSE,FALSE,0,0,None
19-Nov,10,6,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,7,3,USD,TRUE,FALSE,0,0,"Dallas, Texas"
19-Nov,3,2,USD,TRUE,FALSE,0,0,"Washington, United States"
19-Nov,21,2,USD,TRUE,FALSE,4,0,"Vancouver, Washington"
19-Nov,4,3,USD,TRUE,FALSE,1,0,None
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,6,2,USD,TRUE,FALSE,0,0,None
19-Nov,3,1,CAD,FALSE,FALSE,0,0,None
19-Dec,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,8,1,USD,FALSE,FALSE,0,0,None
19-Nov,6,1,USD,TRUE,FALSE,0,0,None
19-Dec,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,0,CAD,FALSE,FALSE,0,0,"Toronto, Canada"
19-Nov,2,0,USD,TRUE,FALSE,1,0,None
19-Nov,3,0,AUD,FALSE,FALSE,0,0,"Malanda, Australia"
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,6,1,USD,TRUE,FALSE,0,0,"Austin, Texas"
19-Nov,2,3,USD,TRUE,TRUE,1,0,"Huntsville, Alabama"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,3,CAD,FALSE,TRUE,9,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Los Angeles, California"
19-Nov,4,0,USD,TRUE,FALSE,0,0,"Texas, United States"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,2,AUD,FALSE,FALSE,2,0,"Townsville, Australia"
19-Nov,0,1,USD,TRUE,FALSE,-99,-99,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,4,1,USD,TRUE,FALSE,5,0,None
19-Nov,3,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,AUD,FALSE,FALSE,0,0,"Brisbane, Australia"
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,2,USD,TRUE,FALSE,0,0,None
19-Nov,17,1,USD,TRUE,FALSE,3,0,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"Daventry, United Kingdom"
19-Nov,19,3,CAD,FALSE,FALSE,16,1,None
19-Nov,16,4,USD,TRUE,FALSE,4,0,"Santa Barbara, California"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,3,USD,TRUE,FALSE,20,0,None
19-Nov,4,2,USD,TRUE,FALSE,0,0,"Spring, Texas"
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"Street, United Kingdom"
19-Nov,10,1,USD,FALSE,FALSE,0,0,"New Delhi, India"
19-Dec,1,0,USD,TRUE,FALSE,0,0,"Prescott Valley, Arizona"
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Delray Beach, Florida"
19-Nov,0,0,HKD,FALSE,FALSE,0,0,None
19-Nov,14,3,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,2,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,24,4,USD,TRUE,TRUE,0,0,None
19-Nov,1,1,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,CAD,FALSE,FALSE,0,0,None
19-Nov,3,2,USD,TRUE,FALSE,3,0,"Honolulu, Hawaii"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,TRUE,-99,-99,None
19-Nov,0,0,GBP,FALSE,FALSE,-99,-99,None
19-Nov,14,0,USD,TRUE,FALSE,1,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,1,1,USD,TRUE,FALSE,0,0,"California, United States"
19-Dec,2,0,USD,TRUE,FALSE,0,0,"Newport News, Virginia"
19-Nov,6,3,USD,TRUE,FALSE,2,0,"Baltimore, Maryland"
19-Nov,0,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Dec,2,0,AUD,FALSE,FALSE,0,0,None
19-Nov,13,2,USD,TRUE,FALSE,0,0,"Portland, Oregon"
19-Nov,10,2,USD,TRUE,FALSE,0,0,"Bridgewater, New Jersey"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,7,9,USD,TRUE,FALSE,5,1,"California, United States"
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,5,2,USD,FALSE,FALSE,0,0,None
19-Nov,6,2,USD,TRUE,FALSE,0,0,"Eugene, Oregon"
19-Nov,27,2,USD,TRUE,FALSE,0,0,"Minneapolis, Minnesota"
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,5,USD,TRUE,FALSE,9,0,"Columbus, Ohio"
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,10,3,USD,TRUE,FALSE,0,0,"Macomb, Illinois"
19-Nov,20,4,EUR,FALSE,FALSE,6,0,"Hannover, Germany"
19-Nov,9,2,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Babylon, New York"
19-Nov,4,0,NZD,FALSE,FALSE,0,0,None
19-Nov,12,10,CAD,FALSE,TRUE,15,0,None
19-Nov,3,0,USD,TRUE,TRUE,0,0,None
19-Dec,11,0,GBP,FALSE,FALSE,1,0,None
19-Nov,20,1,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,HKD,FALSE,FALSE,0,0,None
19-Nov,5,2,USD,TRUE,FALSE,0,0,None
19-Nov,14,3,USD,TRUE,FALSE,4,0,None
19-Dec,9,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,5,USD,TRUE,FALSE,0,0,"Austin, Texas"
19-Nov,2,0,GBP,FALSE,FALSE,0,0,"Wales, United Kingdom"
19-Nov,14,1,USD,TRUE,FALSE,2,0,None
19-Nov,16,1,USD,TRUE,FALSE,0,0,"Macungie, Pennsylvania"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,18,USD,TRUE,FALSE,0,0,"Atlanta, Georgia"
19-Nov,5,5,USD,TRUE,FALSE,0,0,"Austin, Texas"
19-Nov,2,0,GBP,FALSE,FALSE,0,0,"Wales, United Kingdom"
19-Nov,14,1,USD,TRUE,FALSE,2,0,None
19-Nov,16,1,USD,TRUE,FALSE,0,0,"Macungie, Pennsylvania"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,18,USD,TRUE,FALSE,0,0,"Atlanta, Georgia"
19-Nov,4,3,USD,TRUE,FALSE,0,0,None
19-Dec,1,0,USD,FALSE,FALSE,0,0,"Busan, South Korea"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,1,USD,FALSE,FALSE,1,0,None
19-Nov,8,1,USD,TRUE,FALSE,0,0,"Austin, Texas"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,4,2,USD,TRUE,FALSE,3,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,10,2,USD,TRUE,FALSE,14,0,None
19-Nov,9,1,GBP,FALSE,FALSE,0,0,"Worthing, United Kingdom"
19-Nov,4,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,1,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,"Covington, Tennessee"
19-Nov,1,1,USD,TRUE,FALSE,7,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Dec,1,0,USD,TRUE,FALSE,0,0,"Los Angeles, California"
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Monticello, Arkansas"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,1,USD,TRUE,FALSE,0,0,"St Louis, Missouri"
19-Nov,28,1,USD,TRUE,TRUE,1,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,4,1,USD,TRUE,FALSE,0,0,"Miami, Florida"
19-Nov,0,19,USD,TRUE,FALSE,-99,-99,None
19-Nov,27,1,AUD,FALSE,FALSE,3,0,"Mackay, Australia"
19-Nov,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,14,2,CAD,FALSE,FALSE,0,0,"Sooke, Canada"
19-Dec,4,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,CAD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,0,0,None
19-Nov,3,0,CAD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,6,0,USD,TRUE,FALSE,6,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,9,1,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,TRUE,1,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Dec,3,0,USD,TRUE,FALSE,0,0,None
19-Dec,1,0,EUR,FALSE,FALSE,0,0,"Bastia, France"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,GBP,FALSE,FALSE,0,0,United Kingdom
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Quechee, Vermont"
19-Nov,1,0,AUD,FALSE,FALSE,0,0,"Brisbane, Australia"
19-Nov,0,0,USD,FALSE,FALSE,0,0,None
19-Nov,6,2,USD,TRUE,FALSE,0,0,None
19-Nov,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,CAD,FALSE,FALSE,0,0,None
19-Nov,1,1,USD,TRUE,FALSE,28,0,None
19-Nov,2,1,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Howell Township, New Jersey"
19-Dec,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,16,0,USD,TRUE,FALSE,0,0,None
19-Nov,22,0,USD,TRUE,FALSE,0,0,None
19-Nov,11,0,GBP,FALSE,FALSE,0,0,"Leeds, United Kingdom"
19-Nov,30,0,CAD,FALSE,FALSE,1,0,"Toronto, Canada"
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,9,0,CAD,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,144,0,USD,TRUE,FALSE,10,0,"Columbus, Ohio"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"New Jersey, United States"
19-Nov,43,0,USD,TRUE,FALSE,1,0,"Charlotte, North Carolina"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,0,3,USD,TRUE,FALSE,12,1,None
19-Nov,1,1,AUD,FALSE,FALSE,0,0,None
19-Nov,3,2,USD,TRUE,FALSE,0,0,"Austin, Texas"
19-Dec,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,6,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,1,USD,TRUE,FALSE,0,0,"Atlanta, Georgia"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Brookline, Missouri"
19-Nov,4,0,GBP,FALSE,FALSE,0,0,None
19-Nov,37,0,CAD,FALSE,FALSE,0,0,"Cochrane, Canada"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,0,USD,TRUE,FALSE,1,0,"Las Vegas, Nevada"
19-Nov,104,7,USD,TRUE,FALSE,59,3,"California, United States"
19-Nov,5,7,USD,TRUE,FALSE,2,0,"Minneapolis, Minnesota"
19-Nov,15,0,USD,TRUE,FALSE,0,0,"Malibu, California"
19-Nov,0,0,GBP,FALSE,FALSE,0,0,None
19-Nov,5,0,USD,TRUE,TRUE,0,0,None
19-Nov,3,0,USD,TRUE,FALSE,0,0,"Providence, Rhode Island"
19-Nov,17,0,USD,TRUE,FALSE,1,0,"Gaithersburg, Maryland"
19-Nov,2,0,USD,FALSE,FALSE,2,0,None
19-Nov,5,2,USD,TRUE,FALSE,0,0,"Spring, Texas"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,3,0,USD,TRUE,FALSE,0,0,None
19-Nov,20,1,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,"Saint Cloud, Florida"
19-Nov,80,3,USD,TRUE,FALSE,0,0,None
19-Nov,80,3,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,1,0,"Michigan, United States"
19-Nov,24,12,USD,TRUE,TRUE,6,0,None
19-Nov,2,2,USD,TRUE,FALSE,7,1,None
19-Nov,2,0,USD,FALSE,FALSE,1,0,South Korea
19-Nov,3,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,43,1,USD,TRUE,FALSE,2,0,None
19-Nov,1,1,USD,TRUE,FALSE,2,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,7,1,CAD,FALSE,FALSE,3,0,"Montreal, Canada"
19-Nov,35,1,USD,TRUE,TRUE,2,0,None
19-Nov,25,2,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,TRUE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Redmond, Washington"
19-Nov,3,1,USD,TRUE,FALSE,0,0,None
